VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,trip_type,trip_duration_minutes
1,2024-01-06 15:00:44,2024-01-06 15:38:38,1,0.88,1,N,41,42,Cash,3.0,4.73,0.5,0.26,0.0,0.3,8.29,0.0,1,37.9
2,2024-01-29 22:10:09,2024-01-29 22:17:40,2,0.98,1,N,122,146,Cash,5.95,3.17,0.5,0.88,0.0,0.3,10.3,0.0,1,7.516666666666667
1,2024-01-23 21:18:51,2024-01-23 21:27:31,2,5.13,1,N,94,127,Cash,14.09,2.72,0.5,1.43,0.0,0.3,18.99,0.0,1,8.666666666666666
1,2024-01-25 22:26:40,2024-01-25 22:56:41,4,2.31,1,Y,110,130,Credit card,11.72,2.99,0.5,2.12,0.0,0.3,17.58,0.0,1,30.016666666666666
1,2024-01-14 09:28:02,2024-01-14 09:42:00,1,2.09,1,N,248,261,Credit card,7.59,3.15,0.5,2.02,0.0,0.3,16.01,2.5,2,13.966666666666667
1,2024-01-15 11:43:54,2024-01-15 12:25:27,1,1.86,1,N,147,143,Cash,10.9,3.57,0.5,1.7,0.0,0.3,16.92,0.0,1,41.55
2,2024-01-20 15:55:12,2024-01-20 16:44:20,1,5.72,1,Y,117,100,Cash,18.32,2.77,0.5,2.05,12.19,0.3,36.08,0.0,1,49.13333333333333
2,2024-01-25 07:51:50,2024-01-25 07:59:32,1,11.28,1,N,238,254,Credit card,30.32,4.38,0.5,4.92,0.0,0.3,42.87,2.5,1,7.7
1,2024-01-27 06:09:10,2024-01-27 06:19:28,1,5.9,1,N,140,109,Credit card,19.61,4.3,0.5,6.43,14.84,0.3,45.93,0.0,1,10.3
1,2024-01-01 13:16:14,2024-01-01 13:36:09,2,2.23,1,N,112,115,Cash,10.46,2.21,0.5,1.55,0.0,0.3,14.97,0.0,1,19.916666666666668
2,2024-01-21 13:41:22,2024-01-21 13:44:45,1,5.53,1,N,143,111,Unknown,17.74,0.84,0.5,2.99,6.17,0.3,28.49,0.0,1,3.3833333333333333
1,2024-01-04 09:12:11,2024-01-04 09:16:43,1,0.95,1,N,223,222,Credit card,3.0,2.88,0.5,0.44,0.0,0.3,9.12,2.5,1,4.533333333333333
1,2024-01-09 22:13:16,2024-01-09 22:22:44,1,2.76,4,N,120,89,Credit card,6.45,3.1,0.5,1.82,0.0,0.3,12.12,0.0,1,9.466666666666667
2,2024-01-26 17:05:41,2024-01-26 18:05:49,1,0.68,1,N,163,151,Cash,8.35,2.62,0.5,1.05,0.0,0.3,14.82,2.5,1,60.13333333333333
1,2024-01-08 18:22:54,2024-01-08 18:44:56,3,2.32,1,N,48,28,Credit card,4.53,4.45,0.5,0.85,0.0,0.3,13.08,2.5,2,22.033333333333335
2,2024-01-25 16:49:54,2024-01-25 17:01:28,1,3.66,1,N,4,1,Credit card,14.3,0.47,0.5,2.99,14.0,0.3,35.01,2.5,1,11.566666666666666
1,2024-01-15 08:28:40,2024-01-15 08:37:17,1,12.6,6,N,18,16,Credit card,36.12,1.44,0.5,8.2,0.0,0.3,49.01,2.5,1,8.616666666666667
2,2024-01-08 05:05:04,2024-01-08 05:12:31,1,6.92,2,N,126,54,Credit card,17.62,4.33,0.5,3.44,0.0,0.3,26.14,0.0,1,7.45
2,2024-01-11 08:40:39,2024-01-11 08:52:50,1,0.69,1,N,189,135,Cash,3.0,4.7,0.5,0.53,0.0,0.3,11.03,2.5,1,12.183333333333334
1,2024-01-17 10:53:33,2024-01-17 11:05:14,1,0.76,1,N,56,80,Cash,3.0,2.13,0.5,0.54,0.0,0.3,5.97,0.0,1,11.683333333333334
2,2024-01-24 17:16:10,2024-01-24 17:31:58,3,1.78,1,N,249,253,Credit card,13.18,0.96,0.5,3.2,0.0,0.3,20.59,2.5,1,15.8
1,2024-01-19 18:52:32,2024-01-19 19:18:16,3,9.69,1,Y,40,19,Credit card,24.14,2.1,0.5,7.48,6.04,0.3,43.01,2.5,1,25.733333333333334
2,2024-01-29 22:19:06,2024-01-29 22:36:38,1,0.73,1,N,184,213,Cash,3.0,2.28,0.5,0.36,0.0,0.3,5.94,0.0,1,17.533333333333335
1,2024-01-27 21:35:52,2024-01-27 22:07:04,1,1.87,1,Y,62,43,Credit card,4.18,2.6,0.5,1.07,0.0,0.3,8.6,0.0,1,31.2
2,2024-01-24 08:29:42,2024-01-24 08:44:42,1,1.86,1,N,16,1,Credit card,10.79,1.37,0.5,3.03,0.0,0.3,18.44,2.5,2,15.0
1,2024-01-19 16:42:42,2024-01-19 17:34:15,1,4.28,1,N,188,165,Credit card,12.47,1.56,0.5,3.51,0.0,0.3,20.79,2.5,1,51.55
1,2024-01-09 23:39:09,2024-01-10 00:09:51,1,5.63,1,N,137,194,Credit card,14.7,3.28,0.5,4.02,0.0,0.3,22.75,0.0,1,30.7
1,2024-01-13 18:57:11,2024-01-13 19:18:48,2,4.83,1,N,166,173,Cash,18.82,3.11,0.5,2.83,0.0,0.3,28.01,2.5,1,21.616666666666667
1,2024-01-04 16:27:26,2024-01-04 16:53:14,1,3.88,1,N,248,253,Credit card,13.94,3.31,0.5,4.97,0.0,0.3,25.47,2.5,1,25.8
1,2024-01-12 14:23:34,2024-01-12 14:35:59,2,0.91,1,Y,142,155,Cash,3.0,1.89,0.5,0.28,0.0,0.3,5.47,0.0,1,12.416666666666666
1,2024-01-29 17:17:43,2024-01-29 17:33:20,1,3.46,1,N,222,167,Credit card,7.48,1.68,0.5,1.4,0.0,0.3,13.81,2.5,1,15.616666666666667
1,2024-01-14 04:51:22,2024-01-14 05:06:33,1,7.58,2,N,131,114,Credit card,24.92,1.76,0.5,4.56,0.0,0.3,31.99,0.0,1,15.183333333333334
1,2024-01-04 12:36:51,2024-01-04 12:47:26,1,9.24,1,N,92,105,Cash,25.65,4.76,0.5,2.62,0.0,0.3,33.78,0.0,1,10.583333333333334
2,2024-01-21 05:02:12,2024-01-21 05:08:45,1,4.2,1,N,103,103,Credit card,8.35,1.98,0.5,0.34,0.0,0.3,11.42,0.0,1,6.55
1,2024-01-30 20:11:07,2024-01-30 20:37:51,1,0.7,1,N,91,157,Cash,3.0,3.03,0.5,0.56,0.0,0.3,6.89,0.0,1,26.733333333333334
1,2024-01-27 21:24:46,2024-01-27 21:59:15,2,4.25,1,N,234,218,Credit card,9.78,2.61,0.5,1.15,0.0,0.3,14.29,0.0,1,34.483333333333334
1,2024-01-09 11:54:46,2024-01-09 12:19:01,1,2.9,1,N,135,163,Unknown,6.03,4.38,0.5,1.29,0.0,0.3,12.45,0.0,1,24.25
1,2024-01-15 01:41:57,2024-01-15 01:59:27,1,0.82,1,N,246,263,Credit card,3.0,1.85,0.5,0.26,0.0,0.3,5.41,0.0,2,17.5
2,2024-01-17 11:04:34,2024-01-17 12:11:16,1,1.33,1,N,67,71,Credit card,3.0,2.17,0.5,0.75,0.0,0.3,6.67,0.0,1,66.7
1,2024-01-08 16:23:33,2024-01-08 16:35:00,1,1.55,1,N,202,211,Credit card,3.62,4.21,0.5,0.5,0.0,0.3,11.58,2.5,1,11.45
1,2024-01-09 07:54:24,2024-01-09 08:16:32,1,5.14,1,N,31,23,Credit card,13.96,0.8,0.5,1.52,0.0,0.3,19.53,2.5,1,22.133333333333333
1,2024-01-08 08:04:36,2024-01-08 08:42:22,1,8.99,1,N,76,17,Credit card,30.05,2.97,0.5,6.48,0.0,0.3,42.75,2.5,1,37.766666666666666
2,2024-01-31 19:58:06,2024-01-31 20:06:08,1,4.63,1,N,9,19,Credit card,13.27,2.0,0.5,1.91,0.0,0.3,17.93,0.0,1,8.033333333333333
2,2024-01-24 03:02:04,2024-01-24 03:30:11,1,5.25,1,N,241,253,Credit card,15.12,4.93,0.5,2.33,0.0,0.3,23.13,0.0,1,28.116666666666667
1,2024-01-27 01:35:49,2024-01-27 02:29:33,2,3.05,3,N,79,96,Credit card,11.65,3.61,0.5,2.49,0.0,0.3,18.5,0.0,1,53.733333333333334
1,2024-01-26 07:31:37,2024-01-26 07:50:09,2,2.07,1,N,216,217,Credit card,6.96,0.05,0.5,1.84,0.0,0.3,12.1,2.5,1,18.533333333333335
1,2024-01-30 17:36:09,2024-01-30 17:56:57,1,4.71,1,N,112,141,Credit card,15.48,4.2,0.5,2.08,0.0,0.3,25.01,2.5,1,20.8
1,2024-01-04 06:19:36,2024-01-04 06:31:06,1,3.91,1,N,33,8,Credit card,13.12,3.52,0.5,1.58,0.0,0.3,18.97,0.0,1,11.5
1,2024-01-28 07:56:04,2024-01-28 08:21:40,1,1.67,1,N,91,135,Cash,7.04,2.8,0.5,0.85,0.0,0.3,13.94,2.5,1,25.6
2,2024-01-03 01:31:11,2024-01-03 01:41:35,1,3.73,1,Y,90,61,Credit card,20.12,1.18,0.5,4.89,0.0,0.3,26.94,0.0,1,10.4
1,2024-01-15 17:42:47,2024-01-15 18:00:33,1,3.19,1,N,134,131,Credit card,13.21,0.75,0.5,4.19,0.0,0.3,21.4,2.5,1,17.766666666666666
1,2024-01-19 10:15:31,2024-01-19 10:21:29,1,2.53,1,N,87,107,Credit card,5.58,3.14,0.5,0.64,0.0,0.3,10.11,0.0,1,5.966666666666667
1,2024-01-12 02:14:55,2024-01-12 02:17:30,1,2.01,1,N,178,163,Credit card,8.64,2.2,0.5,1.51,0.0,0.3,13.1,0.0,1,2.5833333333333335
1,2024-01-05 12:45:10,2024-01-05 12:58:23,1,4.2,1,N,193,215,Credit card,10.62,4.31,0.5,3.12,19.0,0.3,37.8,0.0,1,13.216666666666667
2,2024-01-06 23:04:19,2024-01-06 23:17:23,1,2.12,2,N,41,31,Cash,9.14,1.31,0.5,1.96,0.0,0.3,13.16,0.0,1,13.066666666666666
2,2024-01-26 13:33:00,2024-01-26 13:47:02,2,11.29,1,N,138,141,Credit card,26.6,3.19,0.5,3.21,0.0,0.3,33.75,0.0,1,14.033333333333333
2,2024-01-10 21:07:50,2024-01-10 21:37:56,1,4.52,1,N,153,148,Dispute,10.48,1.24,0.5,0.0,0.0,0.3,12.47,0.0,1,30.1
2,2024-01-10 14:53:20,2024-01-10 15:28:27,1,4.25,1,N,71,54,Cash,14.16,3.18,0.5,1.96,9.03,0.3,29.08,0.0,1,35.11666666666667
1,2024-01-29 14:58:52,2024-01-29 15:21:37,1,2.81,1,N,203,263,Unknown,12.52,0.24,0.5,1.93,0.0,0.3,15.44,0.0,1,22.75
2,2024-01-05 11:02:26,2024-01-05 11:31:09,2,2.37,1,Y,61,36,Credit card,9.93,1.96,0.5,1.38,0.0,0.3,14.02,0.0,2,28.716666666666665
2,2024-01-29 08:57:30,2024-01-29 09:08:07,2,0.54,1,N,230,162,Credit card,6.41,0.86,0.5,1.41,0.0,0.3,11.48,2.5,1,10.616666666666667
2,2024-01-29 13:12:07,2024-01-29 13:20:57,1,1.76,1,N,121,97,Cash,8.02,3.03,0.5,1.56,0.0,0.3,13.36,0.0,1,8.833333333333334
2,2024-01-19 13:19:42,2024-01-19 13:45:39,1,0.69,1,N,97,100,Cash,4.74,1.58,0.5,0.27,0.0,0.3,6.89,0.0,1,25.95
2,2024-01-06 03:09:20,2024-01-06 03:17:17,1,0.68,1,N,176,165,Credit card,3.0,3.86,0.5,0.96,0.0,0.3,8.12,0.0,1,7.95
1,2024-01-05 19:57:37,2024-01-05 20:04:56,1,1.16,5,N,163,193,Credit card,7.84,0.57,0.5,1.21,0.0,0.3,10.37,0.0,1,7.316666666666666
1,2024-01-09 19:49:54,2024-01-09 21:19:21,1,7.07,1,N,134,163,Credit card,23.25,2.78,0.5,5.29,15.76,0.3,47.83,0.0,1,89.45
1,2024-01-18 21:35:50,2024-01-18 21:55:12,1,7.05,1,N,181,172,Credit card,19.94,2.97,0.5,6.52,0.0,0.3,30.18,0.0,1,19.366666666666667
1,2024-01-05 18:17:18,2024-01-05 18:30:22,1,1.8,1,Y,69,19,Cash,6.65,0.11,0.5,0.9,0.0,0.3,10.91,2.5,1,13.066666666666666
2,2024-01-15 03:00:34,2024-01-15 03:12:36,3,0.89,1,N,213,175,Cash,9.5,0.18,0.5,1.0,0.0,0.3,10.98,0.0,1,12.033333333333333
1,2024-01-04 13:55:28,2024-01-04 14:01:33,1,2.29,1,Y,164,164,Credit card,8.16,1.54,0.5,2.1,0.0,0.3,12.55,0.0,1,6.083333333333333
2,2024-01-17 17:58:16,2024-01-17 18:20:42,1,5.11,3,N,57,11,Credit card,15.5,3.05,0.5,2.89,0.0,0.3,24.69,2.5,1,22.433333333333334
2,2024-01-01 15:44:02,2024-01-01 15:59:01,1,6.15,1,N,263,252,Credit card,19.33,4.81,0.5,4.67,0.0,0.3,29.56,0.0,1,14.983333333333333
2,2024-01-22 23:31:22,2024-01-23 00:05:50,1,3.7,1,N,228,263,Cash,11.46,0.45,0.5,1.26,0.0,0.3,13.92,0.0,1,34.46666666666667
2,2024-01-02 17:12:51,2024-01-02 17:39:20,1,4.16,1,N,47,57,Cash,10.44,3.52,0.5,1.68,0.0,0.3,18.89,2.5,1,26.483333333333334
2,2024-01-07 00:56:50,2024-01-07 01:11:27,3,3.89,1,N,207,208,Credit card,13.36,3.46,0.5,1.18,0.0,0.3,18.75,0.0,1,14.616666666666667
1,2024-01-06 09:55:59,2024-01-06 09:59:56,2,0.74,4,N,139,108,Credit card,4.23,3.35,0.5,0.5,0.0,0.3,10.88,2.5,1,3.95
2,2024-01-26 18:15:34,2024-01-26 18:34:58,1,0.98,1,N,203,208,No charge,10.48,2.58,0.5,0.0,0.0,0.3,15.86,2.5,1,19.4
2,2024-01-02 15:42:58,2024-01-02 16:01:11,2,9.23,2,N,99,92,Credit card,27.94,4.83,0.5,5.46,0.0,0.3,38.98,0.0,1,18.216666666666665
1,2024-01-14 07:22:09,2024-01-14 07:25:36,1,3.68,2,N,65,72,Cash,9.91,2.51,0.5,0.46,0.0,0.3,16.13,2.5,1,3.45
2,2024-01-19 07:48:39,2024-01-19 08:13:08,1,0.41,1,N,58,79,Credit card,5.71,4.19,0.5,0.83,18.13,0.3,31.66,2.5,1,24.483333333333334
1,2024-01-16 23:54:02,2024-01-17 00:01:48,1,4.34,1,N,18,44,Credit card,14.27,1.31,0.5,1.59,0.0,0.3,17.92,0.0,1,7.766666666666667
1,2024-01-22 02:27:05,2024-01-22 03:02:44,1,1.48,1,N,231,234,Credit card,10.13,4.03,0.5,3.22,0.0,0.3,18.13,0.0,1,35.65
1,2024-01-25 21:30:26,2024-01-25 21:47:53,1,6.48,1,N,83,98,Credit card,17.13,4.98,0.5,2.07,0.0,0.3,24.93,0.0,1,17.45
2,2024-01-13 04:51:39,2024-01-13 05:03:26,1,6.03,1,N,252,237,Cash,18.14,4.55,0.5,1.06,0.0,0.3,24.5,0.0,1,11.783333333333333
1,2024-01-26 16:11:38,2024-01-26 16:32:56,1,4.92,1,N,60,93,Cash,14.5,1.52,0.5,1.91,8.21,0.3,29.39,2.5,1,21.3
2,2024-01-10 20:35:07,2024-01-10 20:55:32,3,3.65,1,Y,93,67,Credit card,11.8,4.23,0.5,3.95,0.0,0.3,20.73,0.0,1,20.416666666666668
2,2024-01-31 12:24:37,2024-01-31 12:44:32,1,7.52,1,Y,232,226,Credit card,18.64,0.48,0.5,3.56,0.0,0.3,23.43,0.0,1,19.916666666666668
1,2024-01-16 15:22:03,2024-01-16 15:54:40,2,8.02,1,N,92,129,Cash,24.28,3.39,0.5,2.87,0.0,0.3,31.29,0.0,1,32.61666666666667
2,2024-01-23 19:35:38,2024-01-23 19:57:50,1,1.52,1,N,200,186,Cash,7.55,1.71,0.5,1.37,0.0,0.3,11.38,0.0,1,22.2
1,2024-01-28 03:00:13,2024-01-28 03:11:15,3,4.88,1,N,25,1,Credit card,18.56,3.29,0.5,5.01,0.0,0.3,27.61,0.0,1,11.033333333333333
2,2024-01-25 13:43:57,2024-01-25 13:59:15,1,2.03,1,N,251,239,Cash,7.54,2.06,0.5,1.06,0.0,0.3,11.41,0.0,1,15.3
1,2024-01-27 09:14:30,2024-01-27 09:58:34,1,1.34,1,Y,163,204,Credit card,4.61,0.05,0.5,0.71,0.0,0.3,8.62,2.5,1,44.06666666666667
2,2024-01-17 15:09:57,2024-01-17 15:20:17,1,8.02,1,N,198,130,Cash,24.92,1.16,0.5,3.54,16.0,0.3,46.37,0.0,1,10.333333333333334
1,2024-01-02 08:20:43,2024-01-02 08:44:56,3,5.42,1,N,7,10,Credit card,13.67,0.21,0.5,1.25,19.29,0.3,37.67,2.5,1,24.216666666666665
2,2024-01-16 06:51:14,2024-01-16 07:24:38,1,3.87,1,N,254,235,Credit card,15.43,2.14,0.5,2.32,0.0,0.3,20.64,0.0,1,33.4
2,2024-01-06 15:02:05,2024-01-06 15:27:53,1,1.64,1,N,131,126,Cash,9.85,4.2,0.5,1.86,0.0,0.3,16.66,0.0,1,25.8
2,2024-01-28 13:30:09,2024-01-28 13:49:38,2,8.17,1,N,56,46,Cash,26.7,3.69,0.5,4.87,0.0,0.3,36.01,0.0,1,19.483333333333334
2,2024-01-08 08:08:17,2024-01-08 08:29:53,1,1.47,1,N,41,69,Cash,7.3,3.94,0.5,1.03,0.0,0.3,15.52,2.5,1,21.6
2,2024-01-08 01:41:02,2024-01-08 02:07:56,3,1.19,1,N,23,24,Credit card,4.02,4.04,0.5,0.18,0.0,0.3,8.99,0.0,1,26.9
2,2024-01-08 17:32:39,2024-01-08 17:42:54,1,3.2,1,N,177,207,Cash,10.83,1.86,0.5,0.67,0.0,0.3,16.61,2.5,1,10.25
2,2024-01-20 22:04:09,2024-01-20 22:22:27,1,5.11,1,N,56,94,Cash,16.42,2.53,0.5,1.43,12.31,0.3,33.44,0.0,1,18.3
2,2024-01-18 16:59:49,2024-01-18 18:06:16,1,2.46,1,N,245,245,Credit card,6.97,2.54,0.5,1.3,0.0,0.3,14.06,2.5,1,66.45
1,2024-01-30 09:56:15,2024-01-30 10:20:59,1,26.17,2,N,60,50,Credit card,71.92,0.57,0.5,7.19,6.46,0.3,89.39,2.5,1,24.733333333333334
2,2024-01-13 21:41:57,2024-01-13 22:01:54,1,3.61,1,N,24,35,Cash,13.27,2.99,0.5,1.43,0.0,0.3,18.44,0.0,1,19.95
2,2024-01-09 18:00:53,2024-01-09 18:15:07,1,2.02,1,N,225,242,Credit card,4.87,3.6,0.5,1.66,0.0,0.3,13.38,2.5,1,14.233333333333333
1,2024-01-02 12:38:42,2024-01-02 12:49:02,1,2.21,1,N,205,171,Credit card,13.67,3.05,0.5,3.17,0.0,0.3,20.64,0.0,1,10.333333333333334
2,2024-01-01 05:15:52,2024-01-01 05:37:57,2,9.9,1,N,137,144,Cash,27.54,3.73,0.5,3.59,7.15,0.3,42.76,0.0,1,22.083333333333332
2,2024-01-12 13:58:08,2024-01-12 14:21:16,3,2.98,1,N,219,212,Credit card,6.67,0.59,0.5,0.79,0.0,0.3,8.8,0.0,1,23.133333333333333
2,2024-01-29 16:48:29,2024-01-29 17:05:57,1,7.84,1,N,191,179,Cash,19.61,3.81,0.5,0.81,0.0,0.3,27.48,2.5,1,17.466666666666665
2,2024-01-17 05:40:19,2024-01-17 07:03:56,1,0.65,1,Y,47,27,Credit card,8.59,1.04,0.5,0.87,0.0,0.3,10.8,0.0,1,83.61666666666666
1,2024-01-28 16:47:57,2024-01-28 16:58:56,1,6.57,1,N,110,92,Credit card,24.4,4.38,0.5,1.6,12.08,0.3,45.71,2.5,1,10.983333333333333
1,2024-01-04 03:38:38,2024-01-04 03:47:51,3,1.71,2,N,243,263,Dispute,9.8,1.22,0.5,0.0,0.0,0.3,11.77,0.0,1,9.216666666666667
1,2024-01-03 21:25:50,2024-01-03 21:40:13,2,5.51,1,N,179,169,Cash,20.23,2.46,0.5,2.8,0.0,0.3,26.24,0.0,1,14.383333333333333
1,2024-01-26 20:05:35,2024-01-26 20:23:26,1,1.7,1,N,164,198,Credit card,10.4,2.44,0.5,1.28,0.0,0.3,14.87,0.0,2,17.85
1,2024-01-04 07:24:57,2024-01-04 07:34:54,1,2.33,1,Y,47,50,Cash,10.0,1.34,0.5,1.27,0.0,0.3,15.86,2.5,1,9.95
2,2024-01-02 14:39:34,2024-01-02 15:01:17,3,1.3,1,N,141,108,Cash,6.74,1.81,0.5,1.28,0.0,0.3,10.58,0.0,1,21.716666666666665
2,2024-01-13 12:38:41,2024-01-13 13:02:01,3,5.58,1,N,44,49,Cash,18.07,0.93,0.5,3.87,0.0,0.3,23.62,0.0,1,23.333333333333332
2,2024-01-29 16:04:56,2024-01-29 16:33:57,1,6.18,1,N,177,142,Credit card,20.16,2.85,0.5,5.27,0.0,0.3,31.53,2.5,1,29.016666666666666
2,2024-01-22 08:54:04,2024-01-22 09:06:51,2,1.76,1,N,59,77,Credit card,4.68,4.57,0.5,0.87,0.0,0.3,13.37,2.5,1,12.783333333333333
2,2024-01-04 01:44:24,2024-01-04 02:26:08,1,0.83,1,N,76,70,Cash,6.77,1.58,0.5,1.05,0.0,0.3,9.7,0.0,2,41.733333333333334
1,2024-01-26 22:49:31,2024-01-26 23:17:16,1,7.77,1,N,151,176,Cash,26.3,2.54,0.5,4.86,8.13,0.3,42.58,0.0,1,27.75
1,2024-01-27 03:37:11,2024-01-27 03:48:01,2,1.94,1,N,7,50,Credit card,6.73,4.31,0.5,0.27,0.0,0.3,12.06,0.0,1,10.833333333333334
2,2024-01-25 19:43:05,2024-01-25 19:53:00,1,2.87,1,N,184,132,Credit card,8.74,2.26,0.5,2.78,19.87,0.3,34.4,0.0,1,9.916666666666666
2,2024-01-28 23:34:26,2024-01-28 23:49:31,1,1.51,1,N,117,104,Credit card,7.7,4.16,0.5,1.21,0.0,0.3,13.82,0.0,1,15.083333333333334
2,2024-01-08 10:28:09,2024-01-08 10:51:31,3,5.22,1,N,135,99,Credit card,13.6,2.23,0.5,2.14,0.0,0.3,18.72,0.0,1,23.366666666666667
1,2024-01-31 08:48:02,2024-01-31 09:13:42,2,5.31,3,N,196,260,Credit card,11.82,2.2,0.5,2.03,0.0,0.3,19.3,2.5,1,25.666666666666668
1,2024-01-10 22:35:52,2024-01-10 23:03:35,1,8.61,1,Y,203,190,Credit card,27.47,0.79,0.5,6.2,0.0,0.3,35.21,0.0,1,27.716666666666665
2,2024-01-25 20:42:26,2024-01-25 21:46:13,1,6.69,1,Y,242,203,Credit card,17.87,0.62,0.5,1.99,0.0,0.3,21.23,0.0,1,63.78333333333333
1,2024-01-18 23:02:50,2024-01-18 23:07:36,2,6.39,5,Y,48,115,Credit card,18.53,3.06,0.5,3.28,0.0,0.3,25.62,0.0,1,4.766666666666667
2,2024-01-25 03:55:52,2024-01-25 04:13:00,1,3.07,2,N,114,93,Credit card,8.34,4.14,0.5,2.02,0.0,0.3,15.25,0.0,1,17.133333333333333
1,2024-01-20 11:05:51,2024-01-20 12:06:17,5,2.8,1,N,26,1,Cash,13.33,0.68,0.5,1.74,0.0,0.3,16.5,0.0,1,60.43333333333333
2,2024-01-20 22:00:27,2024-01-20 22:30:21,1,5.17,4,Y,70,36,Credit card,17.98,4.55,0.5,4.14,0.0,0.3,27.42,0.0,1,29.9
1,2024-01-20 02:30:55,2024-01-20 02:39:43,1,2.94,1,N,146,150,Credit card,9.13,1.79,0.5,1.59,0.0,0.3,13.26,0.0,1,8.8
2,2024-01-25 03:34:23,2024-01-25 03:55:23,1,6.85,1,Y,35,36,Credit card,16.09,2.13,0.5,4.11,0.0,0.3,23.08,0.0,1,21.0
2,2024-01-23 21:50:52,2024-01-23 22:07:18,2,1.43,1,N,118,93,Credit card,5.03,4.47,0.5,1.43,0.0,0.3,11.68,0.0,1,16.433333333333334
1,2024-01-05 04:06:24,2024-01-05 04:22:26,6,0.64,1,N,247,233,Credit card,5.81,4.48,0.5,1.63,0.0,0.3,12.22,0.0,1,16.033333333333335
1,2024-01-26 14:35:05,2024-01-26 14:47:42,1,4.77,6,N,19,20,No charge,14.99,2.62,0.5,0.0,0.0,0.3,18.36,0.0,1,12.616666666666667
2,2024-01-17 14:50:04,2024-01-17 15:09:55,1,2.14,1,Y,61,100,Credit card,8.18,1.38,0.5,2.25,0.0,0.3,12.56,0.0,1,19.85
2,2024-01-11 00:22:26,2024-01-11 00:59:18,2,1.24,1,N,75,84,Credit card,6.24,0.86,0.5,1.68,0.0,0.3,9.53,0.0,1,36.86666666666667
2,2024-01-16 22:34:54,2024-01-16 22:48:20,1,12.12,1,N,240,224,Cash,35.08,1.36,0.5,8.72,0.0,0.3,45.91,0.0,1,13.433333333333334
2,2024-01-30 23:26:08,2024-01-30 23:53:59,1,3.28,1,N,194,188,Cash,10.57,3.9,0.5,1.89,0.0,0.3,17.11,0.0,1,27.85
1,2024-01-27 14:02:01,2024-01-27 14:33:06,3,1.0,1,N,49,72,Credit card,6.35,1.62,0.5,1.22,0.0,0.3,9.94,0.0,1,31.083333333333332
1,2024-01-26 20:16:18,2024-01-26 20:57:49,2,1.94,1,N,185,235,Credit card,4.39,3.47,0.5,0.56,0.0,0.3,9.17,0.0,1,41.516666666666666
1,2024-01-15 08:19:21,2024-01-15 08:29:08,3,2.62,1,N,5,1,Credit card,16.71,0.98,0.5,2.99,0.0,0.3,23.93,2.5,1,9.783333333333333
1,2024-01-25 07:23:54,2024-01-25 07:42:42,1,4.7,1,N,210,243,Credit card,13.4,2.39,0.5,2.32,0.0,0.3,21.36,2.5,1,18.8
2,2024-01-12 22:30:23,2024-01-12 22:41:59,1,1.95,4,N,59,50,Credit card,7.99,1.76,0.5,1.92,0.0,0.3,12.42,0.0,1,11.6
1,2024-01-22 06:30:25,2024-01-22 06:50:18,3,2.9,5,Y,188,140,Credit card,11.45,2.52,0.5,1.65,0.0,0.3,16.37,0.0,1,19.883333333333333
1,2024-01-20 19:50:06,2024-01-20 20:09:54,1,3.96,1,Y,130,76,Credit card,11.17,2.85,0.5,3.3,0.0,0.3,18.07,0.0,1,19.8
1,2024-01-08 17:51:00,2024-01-08 17:59:07,1,4.5,1,N,193,233,Credit card,13.77,4.95,0.5,1.22,0.0,0.3,23.19,2.5,1,8.116666666666667
1,2024-01-09 06:14:55,2024-01-09 06:35:36,3,3.06,1,N,92,135,Cash,10.14,4.5,0.5,0.42,6.38,0.3,22.19,0.0,1,20.683333333333334
1,2024-01-02 21:28:59,2024-01-02 22:34:47,1,9.8,1,N,140,123,Credit card,24.26,3.48,0.5,4.59,0.0,0.3,33.08,0.0,1,65.8
2,2024-01-05 07:59:15,2024-01-05 08:24:59,3,5.26,1,N,239,233,Credit card,16.97,0.77,0.5,2.25,0.0,0.3,23.24,2.5,1,25.733333333333334
1,2024-01-14 10:36:44,2024-01-14 10:43:41,1,5.06,1,N,212,159,Cash,10.2,4.6,0.5,0.61,0.0,0.3,16.16,0.0,1,6.95
1,2024-01-15 19:32:26,2024-01-15 19:41:47,4,4.94,1,Y,144,166,Credit card,20.11,4.46,0.5,3.0,11.54,0.3,39.86,0.0,1,9.35
1,2024-01-06 02:50:59,2024-01-06 03:09:09,1,6.88,1,N,243,243,Credit card,22.08,4.43,0.5,3.07,0.0,0.3,30.33,0.0,1,18.166666666666668
1,2024-01-13 22:09:56,2024-01-13 22:19:27,1,3.78,1,N,31,1,Credit card,13.87,2.4,0.5,2.78,0.0,0.3,19.8,0.0,1,9.516666666666667
1,2024-01-19 17:30:29,2024-01-19 18:10:35,3,1.41,1,N,185,191,Credit card,3.0,0.85,0.5,0.45,0.0,0.3,7.55,2.5,1,40.1
2,2024-01-08 05:01:55,2024-01-08 05:08:17,1,4.35,1,N,165,124,Credit card,11.0,3.77,0.5,1.73,0.0,0.3,17.25,0.0,1,6.366666666666666
